,resume,work_exp,edu,univ,education_json
0,https://resumes.indeed.com/resume/80b749e8944ef131,"[u'Recruiter\nSynergy RV Transport - Goshen, IN\nJanuary 2017 to Present\nProcess applications, follow Federal regulations on applicants, schedule and hold orientations.\nOffice based environment.']",[u'Diploma'],[u''],degree_1 : Diploma
0,https://resumes.indeed.com/resume/28a96a143b613568,"[u'Recruiter\nFirst Search America, Inc. - Ardmore, OK']",[],[],degree_1 : 
0,https://resumes.indeed.com/resume/c8847e8f6c04cd5a,"[u'Recruiter\nSpectrum Healthcare - St. Louis, MO']",[],[],degree_1 : 
0,https://resumes.indeed.com/resume/2ec657dcca70520b,"[u""Recruiter\nMacy's - Tampa, FL\nFebruary 2003 to January 2018\nRecruitment staff development interviews backgrounds""]","[u""Bachelor's""]",[u''],"degree_1 : ""Bachelors"""
0,https://resumes.indeed.com/resume/3c31ab19a1447eec,"[u'Executive Recruiter\nJjamz Associates - Fort Lee, NJ']",[],[],degree_1 : 
0,https://resumes.indeed.com/resume/568bdbd7834c4ce2,"[u""Senior Recruiter\nInternational Placement Group - Henderson, NV\nJanuary 2008 to Present\nSpecializing in Recruitment for the Insurance Industry,financial industry,legal industry\n* Responsible for developing new clients and maintaining existing clients\n* Direct Sourcing & Identifying candidate's to fulfill specific requirements\n* Placement of Insurance Professionals at various levels"", u""Senior Recruiter\nAmerican Placement Group - Woodland Hills, CA\nSpecializing in Recruitment of Insurance, Healthcare, & Legal Industries\n* Responsible for Developing new clients and maintaining existing clients\n* Direct Sourcing & Identifying candidate's to fulfill specific requirements\n* Placement of professional candidates at various levels"", u'Senior Recruiter\nIBC, INC - Woodland Hills, CA\nSpecializing in Recruitment for the Insurance Industry\n* Develop new clients & maintain existing client base\n* Direct Sourcing & Identifying top candidates to fulfill client requirements\n* Placement of Insurance Professionals at various levels\n* Responsible for hiring and training of all Junior Recruiters', u'Senior Legal Recruiter\nGraham Cohen & Associates - Woodland Hills, CA\nSpecializing in Recruitment of Attorneys for In House Counsel for Fortune 500 Organizations\n* Develop new clients & maintain existing client base\n* Direct Sourcing & Identifying top candidates to fulfill client requirements\n* Responsible for hiring, training, and managing of all Junior Recruiters']",[u'in Psychology'],"[u'California State University Northridge Northridge, CA']",degree_1 : in Psychology
0,https://resumes.indeed.com/resume/1cf2d8618be07796,"[u'Recruiter\nExpress Employment Professionals - Kalispell, MT']",[],[],degree_1 : 
0,https://resumes.indeed.com/resume/3673c3332660ba45,"[u""Recruiter\nPowell and Richards\nNovember 2017 to December 2017\nWe Have Candidates Available For Your Opening For Fair Fees - starting at 12.5%.\n\nWe Specialize in Construction, Engineering, IT & Medical (noN MD's) Positions\n\nCall Us Now At 443.885.9550 or email to clientinquiry@powellandrichards.com""]",[u'PhD'],"[u'University Of Years of Experience Baltimore, MD\nMarch 2009 to December 2017']",degree_1 : PhD
0,https://resumes.indeed.com/resume/0c2c92486e91bb26,"[u'Scientific Recruiter\nKelly Services - Austin, TX']",[],[],degree_1 : 
0,https://resumes.indeed.com/resume/afa7c62b97d0c5c4,"[u'Recruiter\nFrenkel Lambert, Weiss, Weisman & Gordon LLP - Bay Shore, NY']",[],[],degree_1 : 
0,https://resumes.indeed.com/resume/ef5ba04e7a031846,"[u'Recruiter\nSource One Technical Solutions - Branchburg, NJ']",[],[],degree_1 : 
0,https://resumes.indeed.com/resume/023ce97c7cf3e3af,"[u'recruiter\nopinions ltd - Chagrin Falls, OH\nJanuary 2009 to Present\nResponsibilities\nAnswering phones taking calls returning messages. Calling people and asking them questions to see if they qualify for the studies that we are maketing for new products and services at are coming out on the market. Good work ethic. Multi-tasker. good people skills.']",[u''],[u'brush high school lundhurst ohio\nJanuary 2003 to January 2006'],degree_1 : 
0,https://resumes.indeed.com/resume/c119fc9344785cc8,"[u'Recruiter\nPanjwani Energy LLC - Houston, TX\nNovember 2017 to Present\nOrganization: Panjwani Energy LLC\nResponsibilities:\n\u2022 Awarded as a best recruiter in the month of November, December and January consecutively.\n\u2022 Managing recruitment for Texas - focusing on Houston, Austin and San - Antonio\n\u2022 I am involved in interviewing, offer negotiation and joining formalities.\n\u2022 Involved in training of new staff, monitoring performance of manager, supervisors and accountants in a timely manner\n\u2022 Maintaining excellent client relationship, maintaining applicant tracking system for applicants and helping in documentation when required.', u'Recruiter\nUnify Search Solutions\nOctober 2014 to February 2017\nOrganization: Unify Search Solutions\n\nResponsibilities:\n\u2022 Promoted from Senior Recruiter/ Team Leader to Recruitment Manager based on performance\n\u2022 Top biller and top performer for two consecutive quarters for Jan-March and April-June\n\u2022 Credited for reducing company budget on advertising with recruiting team\n\u2022 Accountable for leading and mentoring recruiters and achieving the goal in 2015 and 2016\n\u2022 Specializing in lateral recruitment, stakeholder management, and client coordination in managing accounts of 50+ clients\n\u2022 Embarked on candidate pipeline building in challenging areas across geography\n\u2022 Ensure appropriate applicant data is captured in applicant tracking database\n\u2022 Managed large volume recruitment for numerous key clients worldwide\n\u2022 Experienced in Visa and Mobilization processing across globe', u'Recruiter\nProgressive GE /Huxley Associates\nMarch 2013 to December 2013\nPrevious Organization: Progressive GE /Huxley Associates( S Three Group)\n\nResponsibilities:\n\u2022 Liaising and negotiating with departments on interview results, post interview feedback to candidates.\n\u2022 Extensive experience using social media as a recruitment tool (LinkedIn).\n\u2022 CV Sourcing and Advertising in job boards (Oilcareers, Oilandgasjobsearch.com, Rigzone, Gulf talent, Monster Gulf, Bayt.com, and Naukri Gulf)\n\u2022 Coordinated employee relocation activity with processing and hiring department\n\u2022 Monitored candidates background checks: references, medical, housing and visa\n\u2022 Handled recruitment projects for multiple locations for UAE, Oman, Saudi, Qatar, Bahrain, Iraq, and other countries', u'Recruiter\nUniversal Hunt-Mumbai\nMarch 2012 to March 2013\nOrganization: Universal Hunt-Mumbai\n\nResponsibilities:\n\u2022 Reviewed applications and interviewed applicants to obtain work history, education, training, job\nskills, salary requirements, and to provide information about the organization and position\n\u2022 Setting up, monitoring, and then tracking employee probationary periods for permanent and contractual hiring\n\u2022 Carried out background and reference checks on prospective employees\n\u2022 Acted as the first point of contact for anyone enquiring about a vacancy\n\nPROFICIENCIES:\n\u2022 Excellent at maintaining database and using Applicant Tracking System (ATS) like Talentnow Recruitment Software - Helps Recruit Smarter and Faster\n\u2022 Apollo Recruitment Software ( ATS)\n\u2022 PowerHunt Software (ATS)\n\u2022 Microsoft Word, Microsoft Excel, Microsoft Power Point, MS office\n\u2022 Internet Search and E-mail utilities']","[u'Masters in Accounting and Finance', u""Master's in Business Administration""]","[u'University of Mumbai\nJanuary 2011', u'University of Mumbai\nJanuary 2008']","degree_1 : Masters in Acconting and Finance, degree_2 :  ""Masters in Bsiness Administration"""
0,https://resumes.indeed.com/resume/c3f4e2dd5b022060,"[u'Sr Recruiter (Frontline and Maintenance)\nAmericold Logistics\nNovember 2017 to Present\nCreate job postings that are articulate, professional and attention-grabbing to attract the right candidates, and posts these ads on various online and offline resources.\nConduct initial screen of candidates and makes recommendations for next steps to hiring managers.\nLeads communication and relationships with hiring managers and interview teams.\nProvide feedback on applicants and candidates and ensure timely coordination of candidate movement through the process.\nObtains a qualified applicant pool using various recruiting methods and tools (Indeed, CareerBuilder, iCIMS)\nInterviews and screens potential candidates for current or future position needs (high volume).\nIf appropriate within the recruiting process: coordinates and administers pre-employment assessments; schedules and manages recruiting events; assists with college relations.\nActs as primary point of contact with applicants and candidates from initial contact to offer.\nWorks with hiring managers and/or senior management to negotiate and make offers of employment', u'High Volume Corporate Recruiter\nJOBTOPIA\nJuly 2016 to December 2016\n\u2022 Recruiting Truck drivers (Class A & B), warehouse associates, inside &outside sales reps, fabricators, Accountants, clerk, cashiers and account managers.\n\u2022 Building and managing relationships with hiring managers and human resource partners.\n\u2022 Resourcing, screening, interviewing, presenting and placing direct hire candidates with clients in multiples locations in the U.S and Canada.\n\u2022 Ability to effectively manage requisitions and consistently meet performance metrics and goals\n\u2022 Interfacing with hiring leader, leading intake meetings, collaborating/communicating consistently to obtain feedback and ensure satisfaction with candidates, and effectively expediting process flow.\n\u2022 Creatively sourcing high caliber candidates by maximizing internet resources, cold calling, social media, referrals, and networking.\n\u2022 Managing the presentation, selection, offer negotiation, closing, and administrative components involved recruiting.\n\u2022 Strategically placing advertising for maximized results, and developing and implementing tracking system to monitor effectiveness of various recruiting activities.', u'Corporate Recruiter\nFLEETCOR - Atlanta, GA\nJuly 2015 to June 2016\n\u2022 Recruited inside sales managers, field sales rep and inside sales reps, IT roles, Collectors, customer relation rep, regional sales manager. Across the U.S.\n\u2022 Work with hiring managers to document and solidify job requirements.\n\u2022 Determine appropriate recruiting resources for advertising and posting of posting of positions.\n\u2022 Develop and maintain a strong pipeline of qualified candidates.\n\u2022 Pre-screen resumes and applicants for adequate match to the position.\n\u2022 Document candidate evaluation and interview process.\n\u2022 Ensure application, reference check and background check compliance\n\u2022 Source and skill set for location both local and national.\n\u2022 Explain human resource benefits to all employees.\n\u2022 Create job descriptions to attract a targeted talent pool within the market wage range.', u""Recruiter\nBankStaff Inc - Atlanta, GA\nOctober 2013 to June 2015\n\u2022 Perform and lead the entire process of providing viable candidates to clients in the banking and mortgage industry)\n\u2022 Search candidate(identification of candidate, make initial contact, obtain any and all relevant information)\n\u2022 Interview Financial, Sales, IT candidates through the application of behavioral based interview techniques.\n\u2022 Scheduling qualified candidates to interview with the clients.\n\u2022 Follow up with the client to ensure that a successful and satisfactory service has been provided.\n\u2022 Conduct job interviews, administer and score test, evaluate applicant's skills, abilities and availability.\n\u2022 Develop and maintain recruiting sources to ensure consistent applicant flow.\n\u2022 Take and fill job orders and follow up on associate's performance in order to ensure client satisfaction\n\u2022 Conduct sales and service calls on existing and potential clients to identify and solve problems as well as stimulate greater opportunity.\n\u2022 Respond to employee questions during the entrance and exit interview process.\n\u2022 Create social media initiatives for new employee search strategies."", u'Contract Recruiter\nHire Velocity - Atlanta, GA\nMay 2012 to August 2013\n\u2022 Utilized wide variety of methods to generate candidates including LinkedIn, CareerBuilder, TheLadders Ziprecruiter, & Monster\n\u2022 Screened and Interviewed candidates\n\u2022 Assisted in hiring qualified candidates for entry level sales positions and managing positions for Microsoft.\n\u2022 Partnered with Coca-Cola to recruit for their seasonal positions for the Mid-west including sales rep, share point developers, truck drivers, pickers and packers, account managers.\n\u2022 Maintained and managed candidates profiles using ATS\n\u2022 Coordinated final interviews with Hiring managers\n\u2022 Liaison between client and candidate to set up interview, debrief, offer extension and counteroffer management.\n\u2022 Posted job descriptions and advertisement utilizing various job sites\n\u2022 Sourced potential candidates and built candidate pools\n\u2022 carious job boards and networking sources.', u'Corporate Recruiter\nVimo Insurance Inc - Marietta, GA\nMarch 2009 to May 2012\n\u2022 Partner with Hiring Managers to establish recruiting strategy to hire health insurance agents.\n\u2022 Manage full life cycle recruiting process in order to meet the various staffing goals.\n\u2022 Working with hiring managers and interview teams to ensure job requirements and expectations are clearly understood and that candidates are assessed against appropriate criteria.\n\u2022 Efficiently and effectively fill open positions/Coordinate communication between clients and insurance agents\n\u2022 Build and maintain networks to find qualified active and passive sales representative.\n\u2022 Research and recommend new sources for active and passive candidate recruiting.']",[u'Criminal Justice in Criminal Justice'],[u'Bauder College Associates\nAugust 2012'],degree_1 : Criminal Jstice in Criminal Jstice
